orbital_period,transit_duration,transit_depth,impact_parameter,eccentricity,planet_radius,semi_major_axis,eq_temperature,stellar_radius,stellar_mass,stellar_temp,stellar_logg,stellar_metallicity,transit_snr,planet_star_ratio,depth_radius_ratio,impact_factor,scaled_teq,log_orbital_period
2.29794819,2.84,83.2,0.108,0.0,0.98,0.0354,1547.0,1.072,1.117,6371.0,4.426,-0.18,29.295764332477347,0.914178251699392,84.89787255319128,0.10074617467707586,0.24281902366303262,1.1933005144930895
211.330867,4.66,531.0,0.055,0.0,2.09,0.6948,300.0,0.911,1.001,5941.0,4.519,-0.14,113.94847340161515,2.2941796990343586,254.06686408284014,0.06037314997458839,0.050496549393957826,5.358145751451979
389.875816,3.336,2134.0,0.576,0.0,3.76,1.0021,207.0,0.79,0.886,5289.0,4.588,0.0,639.6880576474647,4.759487646218169,567.5530405444041,0.7291130011227833,0.03913783323139765,5.968389903399747
0.992798625,3.5065,582.5,1.219,0.0,29.26,0.0203,1967.0,1.098,1.126,6055.0,4.407,0.12,166.12001536574493,26.64842746044858,19.90772317471896,1.110199353188203,0.32485549127582897,0.6895399949816534
195.613824,23.777,1651.9,0.891,0.0,10.65,0.7088,467.0,2.229,1.239,5970.0,3.835,-0.12,69.47469952160914,4.777925178140341,155.10796665652896,0.3997306416641356,0.07822445559828736,5.2812415206021965
25.285232337,4.76313,63022.0,1.208,0.0,69.68,0.17,740.0,1.136,1.021,6486.0,4.337,-0.46,13231.212830384047,61.337974174318525,904.4488963196197,1.0633793456167733,0.11409189020750972,3.2690072733801494
1.137525054,2.68228,18006.0,1.238,0.0,42.74,0.0209,1746.0,0.937,0.939,5912.0,4.467,-0.24,6712.943200209075,45.613611938514474,421.29152032542066,1.3212365835255244,0.2953315290434148,0.7596486429296766
2.00870696,4.87,53.5,0.194,0.0,0.55,0.0278,1232.0,0.759,0.705,5341.0,4.526,-0.5,10.985624027592602,0.7246367264338255,97.27255041354469,0.2555991362330221,0.23066841411146444,1.1015104050689144
17.3731821,3.36,71.7,0.227,0.0,1.31,0.141,901.0,1.54,1.237,6180.0,4.155,0.07,21.339279363309714,0.8506487982800012,54.732782646730804,0.14740250168668723,0.1457928802353086,2.910892106871342
30.69395532,2.9512,18121.0,0.001,0.0,13.72,0.1976,614.0,1.018,1.086,6137.0,4.46,-0.06,6140.212069594717,13.47739344067442,1320.7724984859694,0.0009823173061716051,0.10004888380315319,3.4561259787890743
0.542122617,1.283,88.3,0.108,0.0,0.94,0.0134,2238.0,0.998,1.088,5875.0,4.476,0.18,68.82301728525543,0.9418828237647056,93.93607028077629,0.10821632443254064,0.38093617014792575,0.4331597901379726
13.24931848,4.4859,647.6,0.62,0.0,2.86,0.1087,806.0,1.078,0.972,5799.0,4.361,0.0,144.363417739268,2.653058763396323,226.43348726101846,0.5751386130439582,0.13898948092102267,2.656709079606049
267.970682,11.48,357.7,0.008,0.0,1.7,0.8056,280.0,0.897,0.97,6008.0,4.519,-0.28,31.15853387120785,1.8952041302072125,210.41164093432886,0.008918607671563354,0.04660452728918034,5.594602384814539
0.837898153,2.104,268.9,0.071,0.0,1.26,0.016,1478.0,0.797,0.776,4748.0,4.526,0.3,127.8041217661018,1.5809264982101652,213.41252903767537,0.0890839534705728,0.3112889637086586,0.6086226105374832
374.59003,15.19,267.9,0.0624,0.0,1.34,0.946,227.0,0.827,0.806,5497.0,4.508,-0.28,17.636601867241485,1.6203124300937968,199.92522393640004,0.07545335495362157,0.041295251948099826,5.9284982027858515
0.787122102,3.0999,596.8,1.211,0.0,20.76,0.0154,1655.0,0.799,0.786,5210.0,4.528,-0.12,192.52227732434034,25.98244557891667,28.747590137399314,1.5156426587701393,0.31765834926724407,0.5806065617669396
15.19423359,3.106,367.8,0.906,0.0,3.69,0.1214,893.0,1.593,1.031,5588.0,4.047,0.14,118.41593096718256,2.316382726690065,99.67476973583476,0.5687378727320322,0.15980672867576828,2.7846552276380927
23.5541012,7.3,95.2,0.536,0.0,2.33,0.2134,1381.0,2.286,2.335,9565.0,4.088,0.07,13.041094103959713,1.0192471481858494,40.85835156293924,0.23447058859554304,0.14438055408840766,3.2008788952782155
12.4418003,3.572,78.4,0.043,0.0,0.57,0.0942,576.0,0.662,0.727,4926.0,4.653,-0.36,21.948482097289446,0.8610258896889882,137.54361834452922,0.06495458466074823,0.11693057244885696,2.598369277017241
32.6122381,2.886,1321.4,1.252,0.0,31.96,0.2002,570.0,1.0,1.0,5780.0,4.438,0.0,457.8653992150384,31.959968040031963,41.345430496075394,1.251998748001252,0.09861591693795571,3.5148902298204843
17.13263125,3.0555,850.2,0.298,0.0,2.31,0.1242,611.0,0.794,0.876,5477.0,4.578,-0.16,278.2522407945538,2.9093162351180917,368.05178872216936,0.37531438877281004,0.11155742192595262,2.8977131466133503
5.95077813,5.6,761.8,0.881,0.0,32.26,0.0897,2366.0,9.828,2.707,5122.0,2.886,0.07,136.0356899936268,3.2824579484678527,23.614382405009845,0.08964183052077428,0.461928933919967,1.938853614460598
55.3291399,6.918,325.7,0.209,0.0,1.67,0.2779,436.0,0.94,0.934,5376.0,4.462,0.28,47.080074142805124,1.7765938546873885,195.02982333543514,0.22234018899979893,0.08110119046110469,4.031211983839225
0.566798827,3.662,34.9,0.25,0.0,0.52,0.0127,2045.0,0.889,0.856,5548.0,4.473,-0.14,9.530308702810293,0.5849262261797231,67.11525554758548,0.28121453181717454,0.36860129769852173,0.4490345741495704
14.137062,2.264,393.0,0.2133,0.0,1.37,0.101,568.0,0.709,0.689,4861.0,4.574,-0.24,173.5864957656821,1.9322962873113017,286.86110448094564,0.3008458380171537,0.11684838508190734,2.717146173695935
5.902245782,2.9003,702.3,0.209,0.0,2.43,0.0621,926.0,0.929,0.915,5427.0,4.463,0.16,242.14728057536092,2.61571300784391,289.01222674393955,0.22497284717669838,0.17062833975112798,1.9318468342996777
6.263491873,0.8513,2829.0,0.048,0.0,6.46,0.0651,1180.0,1.194,0.936,6247.0,4.255,-0.5,3323.1489214743083,5.410380728324348,437.92562880408224,0.040200971355970394,0.18889066749017278,1.9828606874480936
27.6652847,6.633,469.2,0.004,0.0,2.21,0.1754,641.0,1.017,0.939,6036.0,4.396,-0.32,70.73721231159169,2.1730558770345363,212.30759624090666,0.003933132809112283,0.10619615637736975,3.3556867982838137
20.8392148,2.3321,177510.0,0.894,0.0,51.9,0.1341,584.0,0.812,0.741,5378.0,4.488,-0.36,76115.91436219958,63.91617744313122,3420.2311479724253,1.1009838657834163,0.1085905540891427,3.0837071978494497
0.631106722,0.9942,49.2,0.194,0.0,0.63,0.0135,1945.0,0.898,0.816,5400.0,4.443,-0.1,49.4869749678385,0.7015582387992886,78.09511413473948,0.21603539416993967,0.3601851851184842,0.4892587549745951
18.0541469,4.587,283.1,0.175,0.0,1.51,0.1327,635.0,0.909,0.955,5505.0,4.501,0.16,61.71788495358951,1.6611642891481966,187.48331954747053,0.19251904013306914,0.11534968208622166,2.9472847629221297
0.750737313,1.712,38.8,0.463,0.0,0.48,0.0153,1603.0,0.761,0.874,5151.0,4.602,0.07,22.663538163821165,0.6307481856134223,80.83316493090639,0.6084091873729469,0.3112017083457189,0.560037020918637
24.3367026,2.539,551.1,0.577,0.0,1.95,0.1499,526.0,0.806,0.758,5141.0,4.505,-0.12,217.05387276334272,2.41935183703246,282.6152396844925,0.7158800051116561,0.10231472474181778,3.2322540401432764
24.6777128,5.088,131.3,0.6305,0.0,6.04,0.1776,1176.0,5.058,1.225,4995.0,3.118,-0.28,25.805812538165775,1.194147648448468,21.738406996952484,0.1246539887991323,0.2354354353883012,3.2456234094346397
8.27923132,2.355,164.9,0.187,0.0,1.08,0.0786,815.0,0.847,0.946,5631.0,4.557,-0.06,70.02120168951096,1.275087042400186,152.68504381014463,0.22077896011929146,0.1447345053907415,2.2277787114708065
18.936061,22.27,24.3,0.285,0.0,0.34,0.1279,516.0,0.714,0.8,4947.0,4.621,-0.06,1.0911539698628663,0.4761898092579703,71.47037802829992,0.3991591048191809,0.10430563976060124,2.9925302023916935
0.561524348,3.336,34.1,0.4172,0.0,0.43,0.0116,2050.0,0.715,0.66,5919.0,4.55,-2.02,10.22181947787186,0.6013977602828527,79.30214115781126,0.583495687418619,0.34634228749005874,0.4456624903187588
15.33528675,3.897,3081.4,0.773,0.0,5.0,0.1179,610.0,0.817,0.926,5251.0,4.581,0.21,790.7106002795483,6.119943549640698,616.2798767440247,0.946143272774452,0.1161683488638034,2.7933275992301487
10.738427243,2.3544,1684.2,0.036,0.0,6.96,0.097,1137.0,1.686,1.053,6180.0,4.007,-0.34,715.3411844456402,4.128111430538891,241.9827238530569,0.021352300502787365,0.18398058249450153,2.462867839752835
134.4665,5.27,1032.0,0.2848,0.0,2.48,0.4696,280.0,0.791,0.764,4891.0,4.524,0.1,195.82538978645357,3.1352678441620174,416.1288644641675,0.36005011371667034,0.05724800653092455,4.9087243772804445
623.70774,6.688,250.9,0.003,0.0,1.81,1.4479,258.0,1.132,1.039,6626.0,4.347,-0.56,37.5149465438178,1.5989385168387664,138.61870794546522,0.0026501743373018227,0.03893751885920049,6.437283924369944
6.84639884,3.4919,149.7,0.9,0.0,1.9,0.0732,1132.0,1.31,1.115,6065.0,4.251,0.07,42.87063121205326,1.4503805722285708,78.78943221608831,0.6870223763187967,0.18664468257433722,2.060054680041136
0.91839938,4.479,152.1,0.519,0.0,1.0,0.0174,1558.0,0.795,0.828,5222.0,4.556,-0.04,33.95846529170232,1.2578600530062225,152.0998479001521,0.6528293675102295,0.29835312135228775,0.6514911821050722
1.89121656,5.14,66.8,0.404,0.0,0.73,0.0276,1434.0,0.884,0.781,5741.0,4.438,-0.52,12.99610642099097,0.8257909210509943,91.50672396339182,0.4570130576775366,0.24978226785407032,1.0616773685649357
474.96952,4.58,595.0,0.5688,0.0,2.44,1.1933,249.0,0.962,1.002,6287.0,4.473,-0.4,129.91263539025428,2.536379899812994,243.85235907690202,0.5912675766449307,0.03960553522513034,6.165353818567735
23.6272223,7.9,154.6,0.711,0.0,3.84,0.2096,1358.0,2.879,2.197,8308.0,3.861,0.07,19.56961777599775,1.3337959938186892,40.26040618218589,0.24696066448049164,0.1634569089836956,3.203852428671535
6.47173281,7.1964,6472.7,0.267,0.0,13.68,0.0731,1338.0,1.685,1.242,6318.0,4.079,0.06,899.4357040415063,8.118689543804425,473.1505502082931,0.15845687925407761,0.21177587840902565,2.0111269414542026
359.102042,16.949,1102.9,1.201,0.0,28.76,1.0368,290.0,1.108,1.151,6355.0,4.41,-0.08,65.07168180590702,25.95665527377683,38.34839922293466,1.0839340397707222,0.04563335955222134,5.886387441285794
14.443127448,8.33598,41685.0,0.98,0.0,92.28,0.1262,1182.0,2.736,1.283,5757.0,3.672,-0.34,5000.6112058076915,33.72805784793207,451.723012009937,0.3581870035866214,0.20531526833327857,2.737164079007431
8.50207749,3.057,117.3,0.073,0.0,0.75,0.0722,679.0,0.715,0.693,4889.0,4.57,-0.24,38.37093936181244,1.0489495818886967,156.3997914669447,0.10209775930383314,0.13888320717142907,2.2515104578567136
12.9462567,9.568,168.7,0.109,0.0,1.13,0.1062,764.0,0.867,0.95,6058.0,4.54,-0.4,17.63168712043404,1.3033433640791647,149.29190328150153,0.12572073157931768,0.12611422909770315,2.6352111353410193
7.535894184,8.3059,172130.0,0.644,0.0,24.64,0.0625,642.0,0.537,0.574,4969.0,4.736,-1.52,20723.820329666825,45.88445831572008,6985.79517103104,1.1992528877972293,0.12920104646222558,2.1442801174840027
2.58393841,2.169,49.4,0.229,0.0,0.77,0.0373,1470.0,1.09,1.032,6164.0,4.378,-0.12,22.77546206756013,0.7064213702556237,64.15576083667423,0.21009155037472443,0.23848150547720934,1.2764623102552037
11.867172,4.815,595.6,0.001,0.0,4.03,0.1126,1058.0,1.651,1.352,6264.0,4.133,0.26,123.69675520316609,2.4409434034261643,147.79152660259885,0.0006056931522149291,0.16890166025400674,2.554679261642847
4.72519164,3.751,98.8,0.6,0.0,3.98,0.0652,2250.0,3.831,1.653,6655.0,3.49,-0.48,26.33963573989983,1.0388929681824672,24.82411436580041,0.15661703037926641,0.33809166035490734,1.7448760231158615
15.541358818,2.44433,10308.0,1.25,0.0,149.19,0.1297,1174.0,3.54,1.201,5092.0,3.42,-0.26,4217.104802909263,42.14405589150963,69.09310229175479,0.35310724488495904,0.23055773758237277,2.8058638396673268
3.55661906,5.396,23.3,0.384,0.0,0.72,0.0446,1518.0,1.458,0.934,6018.0,4.081,-0.42,4.318012542992487,0.4938268217923033,32.36106616518588,0.26337430495589514,0.2522432701475169,1.5165809143174869
1.433769925,1.8868,1976.3,1.268,0.0,46.58,0.0256,1920.0,1.339,1.083,6017.0,4.22,0.02,1047.4342551228242,34.78712861304809,42.42807981047489,0.946974647517067,0.3190958949112355,0.8894414646250481
9.4907638,2.713,197.4,0.3638,0.0,1.05,0.082,704.0,0.746,0.821,5290.0,4.604,-0.22,72.76075460348153,1.4075048156771908,187.9998209525515,0.4876669066127257,0.13308128541907727,2.3504952319596235
5.579631021,3.38646,118320.0,1.323,0.0,90.32,0.062,1108.0,1.022,1.013,6188.0,4.427,-0.22,34939.129669587215,88.37564738194972,1310.008842891842,1.2945192812922883,0.17905623785083125,1.883978667929051
2.508057497,1.1134,1507.6,0.742,0.0,3.25,0.034,997.0,0.761,0.835,4780.0,4.597,0.34,1354.0494395101136,4.2706908400908805,463.876780345606,0.9750315702607486,0.20857740581410514,1.255062464626473
3.247548814,2.5146,209.7,0.31,0.0,1.41,0.0442,1181.0,0.975,1.091,5703.0,4.498,0.36,83.39295180428226,1.4461523629206534,148.72329877780228,0.3179483918478032,0.20708399084568052,1.4463420669052112
10.573751447,1.7259,298.9,0.785,0.0,2.07,0.0964,844.0,1.08,1.067,5720.0,4.4,0.34,173.1849045802743,1.9166648919769518,144.3960655091471,0.7268511788415011,0.14755244752665167,2.4487397278044125
10.21864532,3.802,445.3,0.416,0.0,2.33,0.0927,920.0,1.083,1.017,6100.0,4.376,-0.12,117.12253626445653,2.151429223057043,191.11579780437862,0.3841178355329312,0.150819672106423,2.4175771548372205
538.36855,19.26,545.5,0.0671,0.0,2.37,1.3322,237.0,1.015,1.083,6148.0,4.461,-0.08,28.322947646783607,2.334973068992051,230.16867925372182,0.0661083092528973,0.03854912165931211,6.290399103481139
4.4096675,2.1418,132.7,0.814,0.0,1.51,0.0544,1192.0,1.166,1.1,5836.0,4.347,0.3,61.95720330693654,1.2950246183322314,87.88073650282351,0.6981126088228056,0.20424948591428213,1.688187630710851
13.15140223,5.439,97.8,0.872,0.0,1.87,0.1187,1008.0,1.636,1.287,6154.0,4.12,0.14,17.981243246691808,1.143031086166818,52.2994372730282,0.5330070091644199,0.16379590507575625,2.649813716705913
49.1782244,5.8,449.0,0.315,0.0,1.79,0.2402,468.0,0.839,0.764,5674.0,4.473,-0.54,77.41377975624486,2.1334897097858048,250.8378486939393,0.37544651317459693,0.08248149452194545,3.915581155696841
18.42794957,2.9264,706.6,0.727,0.0,2.24,0.1247,526.0,0.779,0.759,4768.0,4.536,0.18,241.4569978618788,2.875477695150584,315.4462877471929,0.9332465555243189,0.11031879192317139,2.9667127287420194
58.7701045,6.995,224.4,0.551,0.0,1.57,0.2893,508.0,1.013,0.934,6158.0,4.397,-0.44,32.08005259756217,1.5498503950144178,142.9298452676145,0.5439283870400919,0.08249431632307659,4.0905056112033815
2.52443998,2.369,45.8,0.232,0.0,1.53,0.0393,2145.0,2.225,1.266,6461.0,3.846,-0.34,19.333043759795792,0.6876401403864537,29.93462095776408,0.10426961605859952,0.33199195165887757,1.2597215527209245
4.88753111,2.034,679.6,0.147,0.0,2.45,0.0574,1003.0,0.957,1.053,5568.0,4.499,0.44,334.11979640128004,2.560080919455675,277.3876418825951,0.15360485516734046,0.18013649422052144,1.7728367434050085
65.415183,4.224,417.1,0.377,0.0,1.31,0.2732,295.0,0.646,0.636,4348.0,4.62,-0.12,98.74524177432723,2.0278606379866284,318.3967035139668,0.5835904278785946,0.0678472860929514,4.195925689982312
20.5718107,3.399,379.0,0.123,0.0,1.34,0.1347,498.0,0.708,0.795,4922.0,4.624,-0.06,111.50335054329199,1.89265269399337,282.8356098241718,0.17372856817998844,0.10117838275067484,3.0713874021722463
0.573762943,2.196,48.3,0.13,0.0,0.39,0.0112,1538.0,0.571,0.572,4891.0,4.683,-1.12,21.994525503403683,0.6830110630279107,123.84583629272745,0.22767035434263688,0.31445512158772126,0.4534695306476044
12.92489803,2.6811,959.0,0.768,0.0,2.62,0.1012,620.0,0.768,0.825,5103.0,4.584,0.0,357.68887483164565,3.411453891336079,366.0303946448875,0.999998697918362,0.1214971585103866,2.633678462985818
35.026564845,2.90121,120250.0,0.777,0.0,34.88,0.2024,489.0,0.81,0.907,5546.0,4.575,-0.14,41448.20904098323,43.06167523249971,3447.534304829865,0.9592580749900308,0.08817165523112663,3.5842565786937555
3.652810043,1.5132,119.4,0.086,0.0,0.89,0.0427,1015.0,0.831,0.777,5213.0,4.489,-0.1,78.90557830717796,1.0709975078249003,134.15715263241276,0.1034896468235297,0.19470554379537586,1.5374713473998922
153.725848,117.52,5257.7,1.255,0.0,259.36,0.5663,734.0,6.816,1.023,4794.0,2.781,-0.24,44.738767488608175,38.05163760979495,20.271822870636093,0.1841255598407336,0.1531080516993934,5.041654828301956
0.991552822,1.135,607.2,1.158,0.0,37.93,0.0193,2558.0,1.862,0.977,5908.0,3.888,-0.52,534.9775022224651,20.370558340194233,16.008436171673186,0.621911588661875,0.4329722409558273,0.6889146470136489
235.544698,8.93,299.3,0.005,0.0,2.13,0.7488,316.0,1.255,1.009,5533.0,4.244,0.38,33.51623364879803,1.6972098030200775,140.51636595475776,0.003984060570469666,0.05711187419896767,5.466137187959973
7.841066931,5.47901,342090.0,0.579,0.0,56.33,0.075,876.0,0.829,0.915,5973.0,4.562,-0.44,62436.450666005236,67.94925458473512,6072.962789402401,0.6984310030989106,0.14665996983983592,2.1794075629187075
0.589376952,1.71,80.7,0.491,0.0,0.93,0.0138,2162.0,1.015,1.007,5714.0,4.428,0.16,47.19295485792114,0.9162552549209313,86.77410024290296,0.4837433657700831,0.3783689183797044,0.46334208534921434
125.6291479,9.108,7841.6,0.471,0.0,10.02,0.4865,388.0,1.111,0.972,5819.0,4.334,-0.02,860.9573055602432,9.018893772372843,782.5947322759749,0.423942012653454,0.06667812337743974,4.84126271938673
14.8623076,3.161,840.0,0.324,0.0,1.57,0.0993,454.0,0.554,0.59,4362.0,4.722,-0.5,265.7386062199917,2.833929902653605,535.031506349359,0.5848364894648204,0.10408069690415389,2.7639457037313275
9.22961384,2.235,492.1,0.067,0.0,2.79,0.0933,1021.0,1.252,1.273,6320.0,4.347,0.24,220.1788724031891,2.22843272489399,176.37986509682256,0.05351433425372664,0.16155063288583058,2.3252868314504824
46.9026431,3.9264,821.3,0.645,0.0,2.6,0.2337,458.0,0.865,0.774,5402.0,4.452,-0.24,209.17374460733885,3.005776871934252,315.8844938905792,0.7456638778452279,0.08478341353484202,3.8691706824352443
2.403704619,0.8927,110.6,1.007,0.0,27.04,0.0503,3903.0,10.105,2.936,6244.0,2.897,0.07,123.89366652440177,2.675902753497996,4.090236535124388,0.09965362695164502,0.6250800767736899,1.2248644322691369
495.662346,4.428,675.7,0.949,0.0,2.73,1.1347,207.0,0.82,0.791,5515.0,4.509,-0.34,152.5970748425757,3.3292642326045945,247.50906684649567,1.1573156618101685,0.03753399817995757,6.207910410904697
4.05325447,4.0116,110920.0,15.329,0.0,1668.79,0.0517,1191.0,1.039,1.116,6022.0,4.453,0.12,27649.808642484637,1606.14859850953,66.46732059368325,14.753595039850783,0.19777482560648044,1.6200324852238102
575.95408,8.618,1210.0,0.0868,0.0,2.92,1.2875,194.0,0.854,0.857,5398.0,4.508,-0.04,140.4037896955454,3.4191997433258274,414.38341973170554,0.10163922524680885,0.03593923674769558,6.357762679285662
1.093665854,1.4399,218.4,0.174,0.0,1.29,0.0206,1681.0,0.874,0.968,5845.0,4.541,-0.16,151.67709446691129,1.475970851291932,169.30219433938424,0.19908444040681875,0.28759623605002627,0.7389165266493063
0.534109403,0.9513,78.3,0.476,0.0,2.28,0.018,5513.0,2.432,2.718,10747.0,4.1,0.07,82.3083335348118,0.937499614514961,34.34209020083763,0.19572360373207082,0.5129803665662064,0.4279500191764474
1.032967155,1.17,127.3,0.025,0.0,21.22,0.0287,5990.0,18.959,2.948,5283.0,2.352,-0.5,108.80332580912325,1.1192572857609955,5.999057210223506,0.0013186348795487695,1.1338254777335177,0.7094963785884999
74.833577,3.247,86.4,0.1101,0.0,1.68,0.3555,590.0,1.807,1.07,5933.0,3.953,-0.2,26.609169507493224,0.9297172497414224,51.42854081634476,0.06092968404555394,0.09944378896014767,4.328541162904546
3.93246069,2.1763,455.5,0.416,0.0,1.65,0.0444,894.0,0.779,0.756,4841.0,4.533,0.1,209.30009222069924,2.1180974093743137,276.06043875124925,0.5340172862422512,0.18467258827005317,1.5958379892934182
8.70420525,2.9385,1074.9,0.5,0.0,2.86,0.0772,748.0,0.863,0.809,5074.0,4.474,0.16,365.798752493193,3.3140170173615093,375.8390294269128,0.5793736044338303,0.14741821045577094,2.272559322489791
0.710894157,1.0183,122.6,0.134,0.0,1.16,0.0159,2098.0,1.049,1.064,5862.0,4.424,0.16,120.39662143118784,1.1058140078036152,105.68956406072064,0.1277405836600728,0.35789832815457207,0.5370161326810233
14.844240386,6.83577,83412.0,0.275,0.0,28.97,0.1111,810.0,0.988,0.829,6161.0,4.367,-0.78,12202.281205733778,29.321832670209847,2879.254301717145,0.2783397992512153,0.13147216358846417,2.762806051697088
7.1403113,5.891,112.1,0.786,0.0,1.18,0.0743,1036.0,1.016,1.067,6354.0,4.454,-0.3,19.029024099639432,1.1614161797084845,94.99991949159366,0.7736212858058211,0.16304689956514842,2.096828422526438
13.2965044,5.68,133.4,0.902,0.0,0.88,0.0948,488.0,0.613,0.64,4352.0,4.671,-0.2,23.485911358114198,1.4355604640122936,151.59073682870815,1.4714494756126009,0.11213235291541075,2.6600150598312413
358.56462,11.64,170.2,0.4108,0.0,0.99,0.8778,219.0,0.752,0.7,5375.0,4.531,-0.56,14.621991870962898,1.3164876110537087,171.91901826361791,0.5462758693140035,0.04074418603893131,5.884893910660363
5.877122485,4.71655,362900.0,0.547,0.0,125.68,0.0586,1402.0,1.821,0.774,5702.0,3.807,-1.14,76941.81617033294,69.01698571280302,2887.4920203095794,0.30038423921788077,0.24587863903088764,1.9282003209977592
15.27443889,6.0765,206.7,0.153,0.0,2.17,0.122,896.0,1.518,1.036,5761.0,4.091,0.06,34.01628667550618,1.4295115747618086,95.25341232561644,0.1007904474371229,0.15552855404347707,2.789595710695379
5.924993927,2.8874,1608.1,0.848,0.0,3.15,0.0579,758.0,0.679,0.743,5016.0,4.641,-0.34,556.9368438952539,4.63916842537787,510.5077744419763,1.2488935951493443,0.15111642740209003,1.9351371751055086
2.6160943,21.34,29.3,0.6458,0.0,0.81,0.0401,1744.0,1.42,1.259,6645.0,4.232,-0.14,1.3730083705244438,0.5704221335055398,36.172794848401416,0.4547884121208366,0.2624529721200221,1.2853945207297137
322.48381,22.99,1023.4,0.938,0.0,3.5,0.911,259.0,0.881,0.97,5968.0,4.534,-0.26,44.515004588299064,3.972753719916322,292.3999164571667,1.0646979969375743,0.043398123317124976,5.779149066320742
2.2165905,1.0,28.7,0.703,0.0,0.48,0.0319,1215.0,0.831,0.878,5397.0,4.543,-0.02,28.6999713000287,0.5776166334336541,59.79154210095396,0.8459676943830392,0.22512506944133312,1.168321947645962
11.37936986,2.6255,1023.5,0.911,0.0,3.95,0.0993,806.0,1.015,1.007,5714.0,4.428,0.16,389.830359996054,3.8916217816534178,259.1138584521877,0.8975360615408262,0.14105705282795641,2.51603136612256
78.9257421,7.5193,17972.0,0.359,0.0,11.9,0.3578,398.0,0.882,0.98,5750.0,4.538,-0.04,2390.1157833686934,13.492048194956695,1510.2519739284055,0.40702901697390365,0.06921739129231001,4.381097979857445
7.981187121,1.8071,7609.5,1.036,0.0,18.75,0.0797,966.0,0.989,1.056,6217.0,4.472,-0.22,4210.888046655943,18.958524814433957,405.83997835520114,1.047521691080191,0.1553804085321891,2.195132069679423
614.39054,9.312,289.1,0.11,0.0,2.43,1.4863,269.0,1.427,1.156,6228.0,4.193,0.0,31.045958865339475,1.702871967153492,118.97114445631915,0.07708473925386178,0.0431920359596673,6.422257090654092
0.594003994,5.557,25.4,0.4978,0.0,1.55,0.0174,4952.0,2.968,1.994,8596.0,3.793,-0.24,4.570810766454783,0.5222370208096291,16.387086201879868,0.16772231545744087,0.5760818984904511,0.46624908601105725
1.06995136,1.322,54.8,0.176,0.0,0.9,0.0206,1991.0,1.221,1.021,5869.0,4.274,0.04,41.4523135761622,0.7371001334151241,60.88882123464307,0.1441440260900687,0.3392400749123803,0.7275251094166642
20.867855659,5.73122,82601.0,1.045,0.0,53.53,0.1433,716.0,1.016,0.9,6095.0,4.378,-0.48,14412.461149203633,52.68695601677558,1543.0786186609637,1.028542294741836,0.11747333878302324,3.085017780453076
1.241483276,2.195,141.0,1.227,0.0,27.25,0.0226,1847.0,1.053,1.001,6140.0,4.394,-0.2,64.23687278502379,25.878417969213707,5.174311736722505,1.165241058650467,0.3008143321985644,0.8071378235103505
4.84505985,2.078,298.4,0.903,0.0,1.54,0.05,723.0,0.714,0.709,4337.0,4.581,0.36,143.5995459097469,2.1568597242861003,193.76610794408575,1.264704111058668,0.16670509564982589,1.7655968343925663
1.703359172,1.914,57.6,0.152,0.0,0.69,0.0274,1525.0,0.904,0.949,6026.0,4.503,-0.34,30.094028164039624,0.7632734919541018,83.4781398867538,0.1681414069232224,0.2530700298285645,0.9944951374899825
0.567493852,1.35349,7984.0,1.275,0.0,65.47,0.0134,3024.0,1.548,0.986,6370.0,4.053,-0.6,5898.820162084565,42.29325433252304,121.94898240493383,0.82364287878367,0.47472527465074954,0.44947807134818807
154.607419,9.225,279.9,0.0898,0.0,1.56,0.5675,340.0,0.931,1.016,6017.0,4.508,-0.16,30.34146012558698,1.6756158156650744,179.42296190835773,0.09645532067097672,0.056506564723864616,5.047336290556225
0.793663156,0.8244,186.2,0.4,0.0,1.14,0.0159,1614.0,0.825,0.849,5077.0,4.533,0.21,225.860958441341,1.3818165068890824,163.33319005860523,0.48484789715406407,0.3179042741150474,0.5842599845802421
32.1340014,2.691,1262.0,0.256,0.0,1.84,0.161,346.0,0.524,0.537,4347.0,4.73,-0.84,468.97046861000797,3.5114436804509914,685.8691924623954,0.4885486859757901,0.07959512305507357,3.500559987769016
12.6362048,3.961,124.0,0.174,0.0,1.1,0.1072,774.0,0.992,1.028,5772.0,4.457,0.14,31.305218049679866,1.1088698499295868,112.72717024802705,0.1754030489888619,0.134095634072402,2.6127283732300466
23.08902241,1.7012,598.3,0.32,0.0,1.24,0.1264,338.0,0.503,0.505,3846.0,4.738,-0.24,351.6927159107007,2.4652038465132273,482.4996108874106,0.6361816378098651,0.087883515317763,3.1817562350644635
4.59489816,3.1381,109.7,0.953,0.0,1.85,0.0566,1319.0,1.381,1.148,6056.0,4.217,0.1,34.95744719497556,1.3396080089732014,59.297265244721494,0.6900791527305193,0.21780052836562078,1.7218551396321895
14.3400358,5.7,1706.0,0.006,0.0,0.68,0.0622,248.0,0.174,0.155,3358.0,5.149,-0.6,299.29819310558014,3.908023517106224,2508.819839970823,0.03448256044505492,0.07385348419480242,2.730466129704314
0.520222869,1.2216,269.5,0.562,0.0,1.52,0.0125,2145.0,0.889,0.97,5776.0,4.527,-0.08,220.6121311295587,1.7097843534484212,177.30251493255597,0.6321702675250085,0.37136426586368343,0.418856948451992
