orbital_period,transit_duration,transit_depth,impact_parameter,eccentricity,planet_radius,semi_major_axis,eq_temperature,stellar_radius,stellar_mass,stellar_temp,stellar_logg,stellar_metallicity,transit_snr,planet_star_ratio,depth_radius_ratio,impact_factor,scaled_teq,log_orbital_period,label
6.150529292,4.4562,2417.1,1.236,0.0,49.79,0.0675,1421.0,1.565,1.083,6691.0,4.084,-0.58,-0.23851728157299448,0.0023685459960777404,-0.41896351597433873,0.04614604078610226,0.12961397221973991,-0.4071094875247003,0.0
9.06557317,1.6208,243.4,0.432,0.0,1.46,0.0849,880.0,0.916,0.991,6075.0,4.51,-0.28,-0.2615164237626916,-0.08157990241927238,-0.31513303871799025,-0.08133743291608073,-0.27231149618875083,-0.20003862048287752,0.0
3.71545593,2.558,331.7,0.327,0.0,1.46,0.044,1001.0,0.808,0.821,5296.0,4.538,-0.1,-0.2627185131189012,-0.0809881015411303,-0.2619909427228914,-0.1081486307068652,-0.009468494748789837,-0.6592396862330038,2.0
2.69633621,5.238,238.6,1.141,0.0,15.78,0.0376,1334.0,0.923,0.974,6106.0,4.496,-0.34,-0.26765091157343723,-0.03851641661842426,-0.44833384925984704,0.225017282062174,0.16591883762237702,-0.8067020257834862,0.0
0.544962596,1.085,247.9,0.459,0.0,1.03,0.0116,1719.0,0.639,0.713,5257.0,4.675,-0.7,-0.25692489905662663,-0.08152988373689887,-0.25013951353422803,0.017509952235571485,0.811909102294874,-1.334980497341416,0.0
13.21409607,3.5641,1154.8,0.812,0.0,2.77,0.1019,629.0,0.728,0.813,5333.0,4.62,-0.32,-0.2513234777535832,-0.07543795058199927,-0.09530209510389574,0.17661327825809672,-0.43250753486159454,0.008957117469917408,2.0
2.1990638,3.197,344.8,0.489,0.0,1.33,0.0291,1087.0,0.707,0.681,5003.0,4.572,-0.38,-0.2639979658325316,-0.08078182765675053,-0.23382368773604928,0.006829653462365537,0.15875171525097068,-0.8941994790359965,0.0
3.711013336,3.31024,24989.0,1.192,0.0,55.69,0.0473,1436.0,1.247,1.021,6338.0,4.256,-0.34,0.17231643929221738,0.03804839690892329,-0.06734164428099801,0.11270750729748752,0.21411417472576466,-0.6598104987934208,0.0
7.79534033,3.406,102.1,0.282,0.0,1.07,0.0798,985.0,1.05,1.114,6156.0,4.443,0.0,-0.2685641707798982,-0.08317670919164269,-0.377775723414334,-0.16269494468506374,-0.18212360356984963,-0.28173154272844414,1.0
439.21978,9.392,342.3,0.2863,0.0,1.81,1.1379,266.0,0.962,1.017,6553.0,4.479,-0.64,-0.2681848348220797,-0.08078096800584784,-0.2954473353536464,-0.15105987136819093,-0.8929721910062246,2.0879585112380616,1.0
0.566803149,1.643,246.0,0.822,0.0,1.93,0.0142,2380.0,1.096,1.193,6147.0,4.435,0.21,-0.261542612778662,-0.08111582972818333,-0.3496222618543897,0.030208019506909607,1.1701964250353043,-1.3264795018602296,0.0
0.895277575,2.711,534.5,0.928,0.0,9.27,0.0231,4253.0,3.325,2.053,8040.0,3.707,-0.08,-0.25876132417533354,-0.07826293006891737,-0.410955906929785,-0.15847709681566421,2.014297917984523,-1.2112195204774576,0.0
10.78438513,1.408,233.6,1.18,0.0,75.04,0.1089,1397.0,3.515,1.48,5575.0,3.516,-0.38,-0.2605937192084124,-0.026704789942901236,-0.45888451938892116,-0.1357955469698794,0.35705884557889805,-0.10456532791710231,0.0
15.66057688,7.012,384.1,0.244,0.0,2.05,0.1273,758.0,1.044,1.122,6000.0,4.45,0.16,-0.26710995402923204,-0.0805528944170409,-0.2969851632343644,-0.17666092856997076,-0.3825728026763511,0.10513092350349985,2.0
12.003678,2.799,281.7,0.076,0.0,0.97,0.0856,503.0,0.594,0.58,4328.0,4.654,-0.42,-0.2644206111416332,-0.08147126352431663,-0.2064403511535327,-0.21904194047340317,-0.44277554914583356,-0.04494120683606745,1.0
33.7888028,5.496,649.2,0.078,0.0,2.71,0.2127,611.0,1.062,1.122,6202.0,4.436,-0.02,-0.2633957117600465,-0.07891900643499852,-0.25112563132736926,-0.24087935268864005,-0.5481598660316016,0.5509939052536281,2.0
244.86662,10.56,289.5,0.3872,0.0,1.46,0.7506,273.0,0.848,0.937,5821.0,4.554,-0.22,-0.26871437896547073,-0.08122486322741719,-0.2873884110240599,-0.08735256446757768,-0.8554275839275736,1.7352137268847532,0.0
18.49234792,3.4744,1655.5,0.034,0.0,3.34,0.1254,603.0,0.838,0.769,5289.0,4.477,-0.18,-0.24238297621644023,-0.07493589643289454,-0.026094228418762182,-0.2540514085791706,-0.45592974057741664,0.20019384343788452,2.0
1.221204888,1.8511,111.6,0.6,0.0,1.1,0.0213,1772.0,0.997,0.867,5874.0,4.378,-0.36,-0.2667868186830519,-0.08294264256118845,-0.372473779679703,-0.029171888665754955,0.6611594430075842,-1.1151223961606198,0.0
3.88148385,2.679,36.3,0.252,0.0,0.59,0.0488,1156.0,0.979,1.03,5854.0,4.469,0.06,-0.269527355130366,-0.08433337710485518,-0.40755874227985317,-0.16716900602779916,0.04089947149244008,-0.6382842064239777,2.0
9.33955596,2.058,245.1,0.985,0.0,2.67,0.0838,882.0,1.101,0.898,5516.0,4.308,0.08,-0.2633386066029493,-0.07927101610902948,-0.38095896698801657,0.08816412093319319,-0.18276662709984304,-0.18377504772937342,1.0
0.995861402,1.1507,4993.8,1.256,0.0,26.93,0.0176,1477.0,0.706,0.731,5286.0,4.604,-0.48,-0.015856668297519114,0.019951551208847486,-0.29868053630907526,0.44253102776235925,0.5287037238301113,-1.1799043996923466,0.0
17.276296682,3.94738,10458.0,0.085,0.0,7.31,0.1209,538.0,0.738,0.79,4941.0,4.599,0.0,-0.1149761278243513,-0.05849259778781524,0.7954584440718516,-0.22415870576773542,-0.48643997264784966,0.16118379096447974,2.0
0.905037231,1.4351,37.5,0.323,0.0,1.1,0.0193,2627.0,1.763,1.159,6223.0,4.01,-0.14,-0.2687896788155161,-0.08427426204896635,-0.4316648587344008,-0.1968980948241309,1.3783232776278789,-1.2081090806058516,0.0
140.251943,6.576,567.7,0.323,0.0,1.84,0.4836,271.0,0.788,0.765,4821.0,4.529,0.16,-0.26525991725269865,-0.079521142321473,-0.1905183308588407,-0.10606685596127635,-0.7999878085453833,1.3995712038854848,2.0
8.5291223,3.241,325.4,0.606,0.0,2.08,0.08,911.0,1.111,0.937,5543.0,4.318,0.16,-0.26443479920647167,-0.08080682798452307,-0.3241570746500232,-0.05175101794841181,-0.15625911890300773,-0.23320559781281275,1.0
134.2520474,9.0636,832.1,0.001,0.0,3.43,0.512,393.0,1.2,0.991,5818.0,4.276,0.02,-0.26493872936080304,-0.07806747623995998,-0.24845657317103254,-0.2699745538075544,-0.7325035434984744,1.3732856951992398,2.0
1.791406261,2.8159,345.5,1.008,0.0,4.51,0.0298,1579.0,1.028,1.091,6092.0,4.453,0.0,-0.263127523770353,-0.07382065069462473,-0.3943063008672071,0.12258465712806361,0.40830891784996415,-0.9767485598380059,0.0
5.24242029,6.413,334.9,0.863,0.0,3.86,0.0552,1367.0,1.829,0.813,5383.0,3.824,-0.64,-0.2672597953043443,-0.08014499103464136,-0.38538407623975507,-0.0812464471544164,0.3770879118648847,-0.4893592314611244,1.0
1.022028468,8.866,1344.5,1.247,0.0,26.91,0.0181,1649.0,0.855,0.762,5445.0,4.456,-0.32,-0.2614299915990781,0.0014212235170857133,-0.417718473223751,0.31408756993299425,0.6681734890241039,-1.1720163604882659,0.0
28.9869016,3.6233,471.6,0.842,0.0,2.7,0.1826,637.0,1.097,0.966,5888.0,4.342,-0.1,-0.2626900170608631,-0.07917048668190299,-0.3081436713597105,0.03723924704975987,-0.4905991843327189,0.46104322720222046,2.0
4.33722007,2.4973,358.5,0.053,0.0,1.63,0.05,996.0,0.876,0.883,5390.0,4.499,0.06,-0.26190445389778966,-0.0808386538470771,-0.26836411096565327,-0.24606588901166196,-0.0346126657634241,-0.584232198091011,2.0
2.9039446,10.542,13.1,0.686,0.0,1.17,0.0525,2637.0,3.05,2.29,7846.0,3.829,0.56,-0.270248991185335,-0.08494185886973757,-0.45178164591221626,-0.1801863075233786,0.8660928290306373,-0.7736095520212757,0.0
371.50631,8.854,992.0,0.0156,0.0,2.88,0.9999,242.0,0.924,0.965,5696.0,4.491,0.02,-0.26375236178237454,-0.07734926970337236,-0.15896324859197652,-0.26354358902847436,-0.8816984454786014,1.9868134393261474,1.0
2.243569483,4.14769,66328.0,0.381,0.0,21.11,0.031,1364.0,0.801,0.786,6081.0,4.526,-1.0,0.6673485902870182,-0.012798869817743985,2.299210853785938,-0.07971879709462473,0.20063299813943788,-0.8858325731143895,0.0
44.8702042,4.199,636.1,0.436,0.0,2.56,0.2529,536.0,0.996,1.07,6122.0,4.471,-0.1,-0.2614392741478818,-0.07886763902604338,-0.2432883626080031,-0.09490662232876523,-0.6134233750334356,0.7184506946674266,2.0
231.364508,4.747,1488.0,0.6598,0.0,2.45,0.6316,202.0,0.604,0.627,4691.0,4.673,-0.56,-0.25194194658350116,-0.0747397554358112,0.07204400871120231,0.16739711621752285,-0.878274247650375,1.7010090714285755,0.0
7.06117322,1.0406,481.7,0.845,0.0,1.23,0.0574,521.0,0.49,0.505,4042.0,4.761,-0.62,-0.24317921182273403,-0.07903453035194528,-0.11750588272075232,0.420674231521472,-0.3673143046716433,-0.3345162267632259,2.0
1.49131759,4.721,25.8,0.467,0.0,1.26,0.0279,2475.0,2.429,1.303,6014.0,3.782,-0.12,-0.27000141536426175,-0.084566502620802,-0.4436278374187297,-0.19327194851417084,1.3152003929244958,-1.0456241612389376,0.0
1.949700508,4.35014,38119.0,1.153,0.0,56.11,0.033,1716.0,1.193,1.26,6469.0,4.385,0.07,0.24348262314787594,0.04464160829264305,0.13532243790505127,0.11694555156039513,0.4444585729450195,-0.9433455565784402,0.0
20.71927223,4.0388,224.6,0.744,0.0,2.51,0.1475,818.0,1.545,0.994,5729.0,4.058,-0.06,-0.26706110799299104,-0.08149459587645011,-0.3829937125856669,-0.07735543336826327,-0.2846553848504789,0.2657049484584641,0.0
371.18648,19.929,317.9,0.0845,0.0,2.06,1.0309,291.0,1.152,1.054,6231.0,4.34,-0.1,-0.26938652465271035,-0.08104014589542695,-0.3260215641398992,-0.24091766967802908,-0.8566013797212346,1.9862932661002375,0.0
1.465943491,1.513,52.3,0.211,0.0,1.6,0.0271,2472.0,2.19,1.229,6230.0,3.847,-0.26,-0.2682950016133519,-0.08397798579982489,-0.43289799805509505,-0.23170328216377006,1.227396694003042,-1.051823688150594,0.0
3.98167088,3.609,44.7,0.2076,0.0,0.79,0.0522,1356.0,1.173,1.195,6484.0,4.377,-0.08,-0.2695956142135779,-0.08413661993902367,-0.4119021603301936,-0.199393740833348,0.11029916849826564,-0.6259810509436696,1.0
1.077358008,3.6713,311050.0,0.619,0.0,70.64,0.0208,1925.0,1.064,1.029,6100.0,4.397,-0.1,4.6975448269679525,0.09841571978198266,3.4074862322411477,-0.03720107212399233,0.7439353456009752,-1.1556681399254345,0.0
4.200206781,5.21948,82364.0,1.07,0.0,105.07,0.0586,1737.0,1.923,1.518,6873.0,4.051,0.04,0.6549510156095258,0.06576957898125073,0.22717488303805847,-0.047356295770085335,0.36982821045858283,-0.5999813986800011,0.0
270.98477,6.718,13883.0,70.1733,0.0,11761.1,1.0503,594.0,1.555,2.102,11068.0,4.377,-0.5,-0.14914965826605875,20.923898576993224,-0.46058264869789917,17.811782705954474,-0.8151327202843358,1.7963518126161246,0.0
1.077467951,2.1125,75.7,1.181,0.0,31.06,0.0215,2339.0,1.508,1.135,6329.0,4.137,-0.12,-0.2682206965098605,-0.02879288210261008,-0.45947832144772377,0.043493530115697905,1.0653554139832877,-1.1556360904691612,0.0
356.535835,5.467,3113.0,1.281,0.0,28.27,0.8736,220.0,0.75,0.698,5385.0,4.532,-0.58,-0.23693390954194982,0.018698360877384693,-0.3648624056128283,0.41406744924817085,-0.8914117898993709,1.9619732756671022,0.0
27.0142622,5.385,287.6,0.009,0.0,2.0,0.1779,677.0,1.184,1.027,5949.0,4.303,0.0,-0.26719027937102396,-0.08131516605961586,-0.33526562458360815,-0.26726268568739037,-0.4571772728713424,0.4198349509558359,2.0
90.08255562,19.7301,43252.0,0.099,0.0,49.2,0.437,666.0,2.343,1.371,6523.0,3.835,-0.2,-0.14178235461816893,-0.02767644889568083,0.31083340455488456,-0.25337794686701803,-0.5268271400780095,1.1338528306723994,0.0
535.93723,11.85,337.2,0.5968,0.0,1.83,1.3107,227.0,0.958,1.043,6014.0,4.494,-0.08,-0.26865334401398794,-0.0807011531629913,-0.2997122086845134,-0.020693691354709044,-0.9099187904412745,2.2082322144761264,1.0
12.7983174,6.401,336.6,0.738,0.0,2.88,0.1072,908.0,1.451,1.0,5592.0,4.115,0.16,-0.26723848225521973,-0.08049390141741349,-0.3589240771946044,-0.06651226333409435,-0.16802547687868502,-0.009021218499366246,2.0
6.67410577,3.645,160.9,0.927,0.0,1.62,0.0687,1022.0,1.041,0.968,5949.0,4.389,-0.16,-0.2677335334829539,-0.0816845998164093,-0.37434846875128885,0.08650071479992884,-0.11195761251884334,-0.36431550481170044,0.0
1.152216965,2.2245,12072.0,0.811,0.0,187.73,0.0326,5283.0,15.113,3.468,5560.0,2.619,0.56,0.047882663091578126,-0.05150183728721198,-0.405116186082113,-0.24880652477977636,4.521610651772653,-1.1342294463335834,0.0
25.951984,20.585,2340.2,1.266,0.0,36.8,0.1799,626.0,1.046,1.152,5889.0,4.46,0.36,-0.2636559081724321,0.011721343176826878,-0.4057424474778922,0.21465501604935458,-0.5018276906878911,0.3964249092808283,0.0
545.54618,6.944,177.7,0.4307,0.0,2.01,1.3536,296.0,1.476,1.107,6432.0,4.145,-0.26,-0.2688213495956799,-0.0822246302513911,-0.3839375210566124,-0.15338661950508453,-0.8606616184875341,2.2189738638705823,0.0
236.506437,5.004,744.4,0.1474,0.0,10.37,0.8455,480.0,3.9,1.442,5066.0,3.414,-0.06,-0.2615991993276629,-0.07862125835669856,-0.3985446496633893,-0.25516447529438907,-0.5705857938187175,1.714263797018962,1.0
85.272459,13.31,767.8,0.965,0.0,3.85,0.3677,443.0,1.057,0.911,5922.0,4.349,-0.28,-0.2669394171613453,-0.07588951353960834,-0.28638585012348494,0.09550471330756692,-0.6893052170820115,1.1009962197937109,2.0
1.519529227,5.1675,8372.5,0.866,0.0,11.12,0.0271,1653.0,1.046,1.153,6033.0,4.46,0.21,-0.17531951351339656,-0.056476361784034805,0.19995875765086474,0.061428009071814456,0.4964140740315842,-1.0388050516732716,0.0
25.96190067,6.2732,350.3,0.02,0.0,3.25,0.1891,850.0,1.729,1.337,6369.0,4.088,0.06,-0.2670476132534596,-0.08078595912630623,-0.3669116169650259,-0.2656735417220345,-0.34015556847558254,0.3966476866956316,2.0
16.23191704,7.461,501.6,0.017,0.0,3.54,0.1259,926.0,1.585,1.009,5919.0,4.042,-0.2,-0.2663798223055554,-0.07980332989288642,-0.33711529409368035,-0.2660108529527137,-0.2033223867884718,0.12555010303115866,2.0
4.2742605,2.687,263.8,0.089,0.0,1.88,0.0533,1326.0,1.148,1.102,6477.0,4.361,-0.26,-0.26456524599827613,-0.08145838727052744,-0.3383241839337203,-0.23924461913727335,0.08407263169665072,-0.5914183564791422,1.0
1.507099289,4.8361,1282.0,1.265,0.0,26.56,0.0247,1448.0,0.801,0.892,5762.0,4.576,-0.36,-0.25477822675551437,0.006101499219907522,-0.41920763221462065,0.36248924207309885,0.36133694586846854,-1.0418000664947746,0.0
0.699985822,3.02633,389430.0,0.28,0.0,46.27,0.0143,1653.0,0.724,0.807,5264.0,4.617,-0.3,7.274911875475306,0.09152067276582493,6.933769176031569,-0.11534607594412527,0.7346846321804396,-1.277074223534907,0.0
1.39862757,9.625,45.5,0.617,0.0,2.39,0.032,3562.0,3.367,2.228,7872.0,3.732,0.07,-0.270044668950374,-0.08403566141443962,-0.44489184194685016,-0.19688254969814947,1.558967625883155,-1.068584956626343,0.0
4.132521615,12.4949,156250.0,0.877,0.0,93.1,0.0518,1628.0,1.636,1.084,6567.0,4.045,-0.52,0.4629194579025824,0.07207109937410386,1.0130726352474964,-0.055513813270170166,0.3411246497683172,-0.6079153698044188,0.0
64.034363,9.174,758.8,0.985,0.0,3.47,0.2926,411.0,0.783,0.814,5691.0,4.561,-0.48,-0.26547200487580125,-0.07369700323776299,-0.2694749627700073,0.2337505008557545,-0.7047021931352471,0.9298608334055855,1.0
3.4327371,4.001,63.2,0.703,0.0,0.75,0.0442,1134.0,0.881,0.974,5757.0,4.536,-0.06,-0.2693956471704567,-0.08364266999112137,-0.3875764561841657,0.04942372024399791,0.0379574749370823,-0.6966820840307079,2.0
26.39432897,3.573,1510.9,0.602,0.0,3.07,0.1635,489.0,0.763,0.846,5129.0,4.595,0.02,-0.24552695766232746,-0.07483058755771253,-0.029177394001208137,0.045831074563556534,-0.5670682133055666,0.40628331114359295,2.0
3.58957045,3.418,1221.2,0.002,0.0,2.49,0.0414,862.0,0.746,0.734,4608.0,4.559,0.21,-0.24937232214235622,-0.07673559708608166,-0.030678274554775044,-0.2692342292136541,-0.02104429644855742,-0.6756263464475197,0.0
5.54867998,4.665,68.9,0.095,0.0,0.68,0.0577,882.0,0.835,0.831,5258.0,4.514,0.0,-0.2694558357776162,-0.08374526688209048,-0.3725889508449061,-0.22472114365432974,-0.1360615765438166,-0.4603543653544862,0.0
7.77710639,3.418,77.4,0.196,0.0,0.73,0.0713,773.0,0.851,0.8,5073.0,4.481,0.12,-0.26899406708671364,-0.08362458915914465,-0.3684557492465991,-0.17802296990411254,-0.2275503826447413,-0.28298830854918067,1.0
7.1329472,4.368,145.0,0.612,0.0,1.64,0.0719,1102.0,1.307,0.973,5862.0,4.194,-0.1,-0.2683753965383345,-0.08252187751098879,-0.3839316655102495,-0.08268682045124255,-0.015541094621752613,-0.32914815358397703,2.0
17.60461401,3.716,2292.1,0.715,0.0,2.64,0.1072,362.0,0.516,0.529,3744.0,4.737,0.06,-0.23415444026142296,-0.07179529077504124,0.301267817455026,0.2849087565955534,-0.559044975101736,0.17196604499838333,2.0
17.40665216,6.864,586.9,0.022,0.0,2.95,0.1321,814.0,1.216,1.013,6086.0,4.274,-0.16,-0.26530829117463783,-0.07926846347145033,-0.28680712002987063,-0.26305915931613755,-0.33842540578215063,0.1654877962241956,2.0
558.21886,13.556,1539.4,0.022,0.0,3.1,1.2704,198.0,0.794,0.886,5679.0,4.581,-0.32,-0.26366330519460107,-0.07516200750745886,-0.02528412801896493,-0.2592062607364453,-0.927062627793365,2.232855176889984,1.0
4.478116695,3.357,117980.0,0.622,0.0,38.85,0.0551,1218.0,1.058,1.11,6304.0,4.435,-0.14,1.7903870165220548,0.015995272351946185,2.2067651177657313,-0.03474293517288852,0.015533724888665997,-0.5684527781999059,0.0
0.752158047,2.42733,37879.0,1.157,0.0,106.66,0.0175,2869.0,2.221,1.255,5770.0,3.844,0.04,0.6446952706828025,0.04739372299221692,-0.14956708182489611,-0.061575020435006365,1.8252786740584102,-1.2587683921098038,0.0
17.236085,4.209,330.0,0.04,0.0,1.98,0.1278,721.0,1.111,0.937,5543.0,4.318,0.16,-0.2657246412937461,-0.08105685813956785,-0.3151731347578072,-0.25588222716748743,-0.3603056035870349,0.15984990663237422,1.0
28.9060526,3.099,99.0,0.863,0.0,0.79,0.165,414.0,0.67,0.748,4657.0,4.641,0.02,-0.26844870157391104,-0.08273209943677548,-0.3515068360042031,0.2458021305149994,-0.6054148204471103,0.45940827485044683,2.0
359.1015,11.461,496.5,0.317,0.0,2.37,1.0201,285.0,1.047,1.094,6373.0,4.438,-0.24,-0.267781721542208,-0.07971951954449112,-0.27754187278811465,-0.14899203917682544,-0.8684001732675468,1.966303423208041,0.0
282.0309,14.69,782.0,0.3315,0.0,3.22,0.8986,315.0,1.137,1.213,6343.0,4.411,0.07,-0.26720048868583335,-0.07814058717365323,-0.24822601965536273,-0.15348498806222327,-0.8389866661646682,1.8204602008144548,1.0
332.74984,14.77,518.1,0.1296,0.0,2.55,0.9616,302.0,1.112,1.063,6372.0,4.375,-0.2,-0.26826505091280356,-0.07963741985583057,-0.28309266764397945,-0.2236094965387847,-0.8524768212290877,1.9202823858150808,0.0
19.9158863,6.191,143.2,0.748,0.0,1.41,0.1467,728.0,1.092,1.059,6047.0,4.387,0.0,-0.26896559774293405,-0.08242069026398548,-0.37238085177398705,0.004155918322886719,-0.4179505603083448,0.24287979701576332,2.0
10.00653012,5.344,936.1,0.862,0.0,3.52,0.0933,876.0,1.001,1.079,6063.0,4.47,-0.02,-0.26005079037246265,-0.07623924510733787,-0.22794575344168114,0.07474006882952873,-0.27453211122946736,-0.1459187564612091,2.0
3.27645723,2.219,323.0,0.001,0.0,1.71,0.0443,1195.0,0.963,1.079,5812.0,4.504,0.21,-0.2617868303948304,-0.08107485164614368,-0.29564691819352196,-0.26989237734792426,0.0893389153532626,-0.7184179826243607,2.0
1.34155642,1.6462,58.2,0.259,0.0,0.74,0.0234,1642.0,0.97,0.945,5779.0,4.44,-0.08,-0.2682488517571771,-0.08388828237673762,-0.39251289532832545,-0.1633204758311732,0.5567703679120113,-1.0831680054504769,2.0
0.52880817,2.2865,57.7,0.432,0.0,1.84,0.0141,3558.0,2.368,1.337,6224.0,3.815,-0.1,-0.26884218683169264,-0.08384900128902034,-0.43406558992622807,-0.19720982183315963,2.2683509808851263,-1.3413459599740376,0.0
0.56678228,4.725,146.8,0.153,0.0,0.88,0.0121,1661.0,0.749,0.742,4796.0,4.56,0.04,-0.26850012492604786,-0.08274377863211065,-0.31504009391049215,-0.18845888010474926,0.9270222888683838,-1.326487568005121,0.0
39.4576228,9.557,244.8,0.967,0.0,2.8,0.2441,658.0,1.369,1.247,6297.0,4.26,0.14,-0.2688199249979723,-0.08032598013092834,-0.3847980799384295,0.012720016742614816,-0.512576505778274,0.6424128849679396,2.0
6.12479773,3.466,129.3,0.79,0.0,1.51,0.0659,1140.0,1.202,1.015,6052.0,4.285,-0.12,-0.26813444752475335,-0.08251782861222037,-0.38637922896477417,-0.006960664328991353,-0.013296686029768098,-0.4092926520896502,2.0
1.196548464,1.2592,224.6,0.332,0.0,1.25,0.0205,1414.0,0.843,0.8,4999.0,4.49,0.18,-0.25986323367251335,-0.08188848393473323,-0.3037386211540352,-0.11250467421084726,0.5491768044183335,-1.1218822771969161,2.0
495.40462,0.63,904.0,2.3238,0.0,152.21,1.2628,248.0,1.031,1.091,6225.0,4.45,-0.12,-0.18618487596117503,0.3240936497874076,-0.45640122988592235,0.6328149237846336,-0.8974530792951219,2.1606998573054534,1.0
11.578946873,4.6373,299740.0,0.441,0.0,58.32,0.0949,869.0,1.014,0.849,6028.0,4.355,-0.56,3.5196775019133084,0.07375913706467792,4.054425647746446,-0.09604447925902011,-0.27645096437802796,-0.06505133385474511,0.0
283.72675,15.49,84.6,0.3461,0.0,1.18,0.8865,341.0,1.257,1.153,6496.0,4.301,-0.18,-0.2700016120825181,-0.08339978164597939,-0.3986229672437964,-0.15998359646786428,-0.8221236169149465,1.824077893331995,0.0
11.427550984,4.6074,500.9,0.608,0.0,2.35,0.0964,852.0,1.005,0.913,5979.0,4.394,-0.34,-0.2639472279110611,-0.0795120206987472,-0.2743300634474661,-0.027901820803573826,-0.2863435351753026,-0.07238417766208512,2.0
333.03842,5.948,1260.0,0.2184,0.0,3.19,0.9462,247.0,0.903,1.018,5743.0,4.534,0.07,-0.25790077797843486,-0.07619428590190264,-0.11455482949688879,-0.1733977389213722,-0.8785855820613057,1.9208057854258989,1.0
24.714790706,5.06776,208730.0,0.781,0.0,112.24,0.1772,901.0,1.862,1.214,6300.0,3.982,-0.12,2.144741163333187,0.08143847181453143,1.1724414262271354,-0.10224296916260818,-0.2832651855004483,0.36796807025542344,0.0
46.698200933,3.57049,54592.0,1.131,0.0,38.79,0.2241,468.0,0.756,0.687,5772.0,4.518,-1.08,0.6261997958979505,0.05652187677730025,0.7750117520914314,0.329134219783178,-0.6519498536696547,0.7421157415544675,0.0
8.487871809,4.19829,118810.0,0.941,0.0,46.24,0.0805,798.0,0.855,0.964,5553.0,4.558,0.07,1.3890364661848826,0.0642230206105092,1.7960804397648824,0.17068325118714686,-0.27915638218921707,-0.23583280213805977,0.0
10.14873521,5.603,116120.0,0.965,0.0,71.11,0.0937,1045.0,1.296,1.059,6366.0,4.239,-0.26,0.9448733490125131,0.06640911410631238,0.9732333451233958,0.02804384817878358,-0.15743848374159083,-0.13814465742068802,0.0
60.2976774,14.2561,315890.0,0.596,0.0,63.57,0.2956,481.0,0.977,0.946,5995.0,4.434,-0.28,1.0289344527019784,0.09473660884730759,3.9046923760335317,-0.025876113715554313,-0.6569951575873877,0.8940259772063873,0.0
267.911652,4.124,695.0,0.016,0.0,2.38,0.7643,257.0,0.926,0.828,5291.0,4.423,0.06,-0.2604402886480005,-0.07886788051743925,-0.20503040917040924,-0.2633851163502447,-0.8454632700149713,1.7894704297815984,0.0
5.09246539,3.659,254.0,0.161,0.0,1.17,0.0521,844.0,0.751,0.727,5037.0,4.547,-0.2,-0.26625151227647703,-0.08167980464476367,-0.2708636799870513,-0.18440853544655222,-0.13715887720408676,-0.5040841482139311,0.0
12.25384348,2.373,147.7,0.441,0.0,1.0,0.1016,678.0,0.82,0.931,5413.0,4.579,0.07,-0.26667227933419974,-0.08261985260549547,-0.3318388361269215,-0.05481622165390169,-0.38899773711727087,-0.03340155482969017,2.0
8.16733851,3.337,104.9,0.801,0.0,1.03,0.0791,865.0,0.902,0.987,5808.0,4.522,-0.06,-0.2684786271374955,-0.08283542696499083,-0.37213099919463416,0.08551364343909551,-0.24804472012791087,-0.25664517825194993,2.0
6.33855946,3.4617,721.7,0.907,0.0,3.31,0.0699,1034.0,1.03,1.132,6108.0,4.466,0.07,-0.258097473507665,-0.0770806267882874,-0.2700356495604649,0.08253093303069137,-0.12688361274920118,-0.39139078256615434,2.0
2.2430415,3.63,101.1,0.147,0.0,0.89,0.0334,1344.0,0.891,0.983,5897.0,4.531,-0.16,-0.2686887868595692,-0.08323273846352987,-0.36180578238422917,-0.20420159479296604,0.22210639947664507,-0.8859311574709424,0.0
376.554588,3.182,481.0,0.0963,0.0,2.0,1.0227,247.0,0.913,1.004,5926.0,4.519,-0.12,-0.26145836995220084,-0.07992238515400205,-0.2502972351808184,-0.2280452528803328,-0.8864917853009204,1.9949653462824937,0.0
7.2929891,4.053,72.5,0.022,0.0,0.73,0.0723,904.0,0.856,0.945,5959.0,4.549,-0.32,-0.2692729859053003,-0.08363850775299156,-0.37435373547587697,-0.26001039112704427,-0.2315507416752511,-0.31734703358409755,1.0
7.62635494,2.4168,296.1,0.237,0.0,1.21,0.0696,703.0,0.721,0.774,4955.0,4.61,-0.1,-0.26313800468210063,-0.08134562616532369,-0.24659740755592174,-0.13859811042982148,-0.29004529756022784,-0.29347993083489005,2.0
64.0019669,4.724,1112.5,0.701,0.0,2.48,0.2826,322.0,0.697,0.734,4652.0,4.617,0.02,-0.2565132508790175,-0.07612362856262647,-0.06745373773691808,0.13267947359675794,-0.7225709901972702,0.9295590926627219,2.0
0.566796331,5.194,114.8,0.981,0.0,1.5,0.0138,2411.0,1.032,1.084,6319.0,4.447,-0.22,-0.26902587052141846,-0.081969904582785,-0.3943715336940453,0.11057868461144521,1.1366642211234537,-1.3264821370957112,0.0
6.2614227,4.779,51.4,0.069,0.0,0.81,0.0677,1146.0,1.121,1.046,6384.0,4.361,-0.24,-0.2696912082346996,-0.08400027734475356,-0.40586166494880066,-0.24564519897176856,-0.06601578612576053,-0.3977898844950784,1.0
